"","sex","age","race","juv_fel_count","juv_misd_count","juv_other_count","priors_count","c_charge_degree","two_year_recid"
"3182","Male",30,"Non-White",0,0,0,14,"F",1
"3183","Male",24,"White",0,0,0,1,"M",0
"3184","Male",51,"White",0,0,0,3,"F",1
"3185","Female",28,"Non-White",0,0,0,3,"F",0
"3186","Female",27,"Non-White",0,0,0,4,"F",1
"3187","Male",50,"Non-White",0,0,0,5,"F",0
"3188","Male",22,"White",0,0,0,2,"F",1
"3189","Male",29,"Non-White",0,0,0,2,"F",1
"3190","Male",31,"Non-White",0,0,0,0,"F",0
"3191","Male",31,"White",0,0,0,0,"M",0
"3192","Female",32,"Non-White",0,0,0,3,"F",0
"3193","Male",27,"Non-White",0,0,0,1,"F",1
"3194","Male",29,"White",0,0,0,6,"F",1
"3195","Male",59,"Non-White",0,0,0,3,"F",0
"3196","Male",24,"Non-White",0,0,0,1,"M",1
"3197","Female",27,"White",0,0,0,1,"F",0
"3198","Male",33,"Non-White",0,0,0,0,"F",0
"3199","Female",35,"Non-White",0,0,0,0,"M",0
"3200","Male",28,"White",0,0,0,9,"F",1
"3201","Female",40,"Non-White",0,0,0,0,"F",0
"3202","Male",53,"Non-White",0,0,0,3,"M",0
"3203","Male",45,"Non-White",0,0,0,0,"M",0
"3204","Male",24,"Non-White",1,0,1,9,"M",1
"3205","Male",31,"Non-White",2,1,1,16,"F",1
"3206","Male",25,"Non-White",0,0,0,0,"M",0
"3207","Male",24,"White",0,0,0,0,"M",1
"3208","Male",24,"Non-White",0,0,0,0,"F",0
"3209","Male",23,"Non-White",0,0,0,6,"M",0
"3210","Male",23,"Non-White",0,1,0,7,"F",1
"3211","Female",47,"Non-White",0,0,0,2,"F",0
"3212","Male",48,"Non-White",0,0,0,0,"M",0
"3213","Male",35,"Non-White",0,0,0,0,"M",0
"3214","Male",24,"Non-White",0,0,0,3,"F",1
"3215","Male",62,"White",0,0,0,0,"F",0
"3216","Male",52,"Non-White",0,0,0,19,"F",0
"3217","Female",25,"Non-White",0,0,0,4,"F",1
"3218","Male",25,"Non-White",0,0,0,1,"F",0
"3219","Male",49,"Non-White",0,0,0,1,"M",0
"3220","Male",50,"White",0,0,0,0,"F",1
"3221","Male",47,"Non-White",0,0,0,3,"F",1
"3222","Male",37,"Non-White",0,0,0,14,"F",0
"3223","Male",26,"White",0,0,0,0,"M",0
"3224","Male",28,"Non-White",0,2,0,21,"F",0
"3225","Female",26,"Non-White",0,0,0,3,"F",1
"3226","Male",48,"Non-White",0,0,0,4,"F",0
"3227","Male",25,"Non-White",0,0,0,1,"F",0
"3228","Male",20,"Non-White",0,1,0,1,"F",1
"3229","Male",34,"Non-White",0,0,0,9,"F",1
"3230","Male",26,"Non-White",0,0,0,1,"M",0
"3231","Male",46,"Non-White",1,0,1,9,"F",1
"3232","Male",21,"Non-White",0,0,1,0,"F",1
"3233","Female",27,"White",0,0,0,2,"F",1
"3234","Male",21,"Non-White",0,1,1,3,"M",1
"3235","Male",29,"White",0,0,0,1,"F",0
"3236","Male",46,"White",0,0,0,4,"F",0
"3237","Male",24,"Non-White",0,0,0,0,"F",0
"3238","Female",51,"Non-White",0,0,0,2,"M",0
"3239","Male",57,"Non-White",0,0,0,8,"M",1
"3240","Male",33,"Non-White",0,0,0,4,"F",1
"3241","Male",23,"Non-White",0,1,0,4,"F",1
"3242","Male",29,"Non-White",0,0,0,5,"F",0
"3243","Male",22,"White",0,0,0,0,"M",1
"3244","Male",56,"Non-White",0,0,0,10,"M",1
"3245","Female",33,"White",0,0,0,1,"M",1
"3246","Male",27,"Non-White",0,0,0,0,"F",1
"3247","Male",31,"Non-White",0,0,0,1,"M",0
"3248","Male",40,"Non-White",0,0,0,3,"F",1
"3249","Male",48,"Non-White",0,0,0,0,"M",0
"3250","Male",32,"Non-White",0,3,0,10,"F",1
"3251","Male",68,"Non-White",0,0,0,1,"F",0
"3252","Male",24,"Non-White",0,0,0,1,"M",0
"3253","Male",32,"Non-White",0,0,0,1,"F",0
"3254","Male",19,"Non-White",0,1,0,2,"F",1
"3255","Male",56,"Non-White",0,0,0,4,"F",0
"3256","Male",23,"Non-White",0,0,0,6,"F",1
"3257","Male",39,"White",6,1,0,17,"F",1
"3258","Male",25,"Non-White",0,0,0,1,"F",0
"3259","Male",42,"Non-White",0,0,0,6,"F",1
"3260","Male",29,"White",0,0,0,1,"M",0
"3261","Male",38,"White",0,0,0,2,"M",0
"3262","Male",32,"White",0,2,1,10,"F",1
"3263","Male",23,"White",0,0,0,4,"M",1
"3264","Male",58,"Non-White",0,0,0,10,"F",1
"3265","Male",42,"Non-White",0,0,0,9,"F",1
"3266","Male",52,"Non-White",0,0,0,3,"F",0
"3267","Male",26,"White",0,0,0,1,"F",1
"3268","Male",27,"White",0,0,0,1,"F",0
"3269","Male",33,"White",0,0,0,1,"F",0
"3270","Male",33,"Non-White",0,0,0,2,"F",1
"3271","Male",23,"Non-White",0,0,0,0,"M",1
"3272","Male",25,"Non-White",0,1,0,4,"F",1
"3273","Male",32,"Non-White",0,0,0,0,"F",1
"3274","Male",34,"Non-White",0,0,0,14,"F",1
"3275","Female",29,"White",0,0,0,0,"M",0
"3276","Male",38,"Non-White",0,0,0,19,"F",1
"3277","Male",29,"White",0,0,0,0,"M",0
"3278","Male",27,"Non-White",0,0,0,6,"F",1
"3279","Male",25,"White",0,0,0,0,"M",1
"3280","Female",31,"White",0,0,2,2,"F",1
"3281","Male",30,"Non-White",0,0,0,8,"F",1
"3282","Male",41,"Non-White",0,0,0,0,"F",0
"3283","Male",59,"Non-White",0,0,0,8,"F",0
"3284","Male",21,"White",0,0,0,1,"M",1
"3285","Female",33,"Non-White",0,0,0,6,"M",1
"3286","Male",27,"Non-White",0,0,0,6,"F",1
"3287","Male",30,"Non-White",0,0,0,0,"F",0
"3288","Male",43,"White",0,0,0,4,"F",0
"3289","Female",24,"White",0,0,1,2,"F",0
"3290","Male",45,"Non-White",0,0,0,13,"M",1
"3291","Male",23,"White",0,0,1,0,"F",1
"3292","Female",40,"White",0,0,0,5,"F",0
"3293","Female",23,"Non-White",0,0,0,0,"F",0
"3294","Male",39,"Non-White",0,0,0,3,"F",0
"3295","Female",26,"Non-White",0,0,0,5,"F",1
"3296","Female",26,"White",0,0,0,0,"M",0
"3297","Male",21,"Non-White",0,0,0,0,"M",0
"3298","Male",30,"White",0,1,1,3,"F",0
"3299","Male",44,"White",0,0,0,0,"F",0
"3300","Male",21,"Non-White",0,0,0,1,"F",1
"3301","Male",23,"Non-White",0,0,0,0,"M",0
"3302","Female",49,"Non-White",0,0,0,1,"F",0
"3303","Male",23,"Non-White",0,0,0,3,"F",1
"3304","Male",24,"Non-White",0,0,0,1,"F",1
"3305","Female",21,"Non-White",0,0,0,1,"F",1
"3306","Female",37,"White",0,0,0,7,"F",1
"3307","Female",21,"Non-White",0,0,0,1,"M",1
"3308","Male",28,"White",0,0,0,2,"F",1
"3309","Male",42,"White",0,0,0,2,"M",0
"3310","Male",23,"Non-White",0,2,0,7,"F",1
"3311","Female",24,"Non-White",0,0,0,2,"F",1
"3312","Male",31,"White",0,0,0,0,"F",0
"3313","Male",24,"Non-White",1,0,0,2,"M",1
"3314","Male",25,"Non-White",0,0,0,1,"F",0
"3315","Male",55,"Non-White",0,0,0,12,"F",0
"3316","Male",33,"Non-White",0,0,0,1,"M",1
"3317","Male",26,"Non-White",1,3,0,24,"M",1
"3318","Male",27,"Non-White",0,0,0,1,"F",0
"3319","Male",26,"White",0,0,0,3,"M",0
"3320","Male",21,"Non-White",0,0,0,0,"M",1
"3321","Female",27,"Non-White",0,0,0,0,"M",0
"3322","Male",46,"White",0,0,0,0,"F",0
"3323","Female",38,"White",0,0,0,1,"M",1
"3324","Female",24,"Non-White",0,0,0,0,"M",0
"3325","Female",38,"Non-White",0,0,0,0,"M",0
"3326","Male",27,"Non-White",0,0,0,7,"F",1
"3327","Male",48,"Non-White",0,0,0,6,"F",0
"3328","Female",31,"White",0,0,0,2,"F",1
"3329","Male",28,"Non-White",0,0,0,5,"M",1
"3330","Male",30,"Non-White",0,0,0,7,"F",0
"3331","Male",25,"White",0,0,1,6,"M",1
"3332","Male",27,"Non-White",0,0,0,8,"F",1
"3333","Male",55,"White",0,0,0,0,"M",0
"3334","Male",25,"Non-White",0,0,0,1,"F",0
"3335","Male",40,"Non-White",0,0,0,5,"F",1
"3336","Male",21,"Non-White",0,0,0,0,"F",1
"3337","Male",50,"White",0,0,0,26,"F",1
"3338","Male",28,"Non-White",0,1,0,10,"F",1
"3339","Male",20,"Non-White",0,1,0,2,"F",1
"3340","Male",33,"Non-White",1,0,0,9,"M",1
"3341","Male",31,"Non-White",5,0,0,10,"F",1
"3342","Female",57,"Non-White",0,0,0,0,"M",0
"3343","Male",25,"Non-White",0,0,0,0,"M",0
"3344","Male",22,"Non-White",0,4,0,7,"F",1
"3345","Male",31,"Non-White",0,0,0,3,"F",1
"3346","Male",43,"Non-White",0,0,0,7,"F",0
"3347","Female",25,"White",0,0,0,0,"M",0
"3348","Male",39,"Non-White",0,0,0,1,"M",0
"3349","Male",40,"Non-White",0,0,0,1,"F",0
"3350","Male",20,"Non-White",0,0,0,0,"F",1
"3351","Male",35,"Non-White",0,0,0,2,"M",0
"3352","Male",34,"Non-White",0,0,0,1,"M",1
"3353","Male",27,"White",0,0,1,18,"F",1
"3354","Male",37,"Non-White",0,0,0,1,"F",1
"3355","Female",38,"Non-White",0,0,0,3,"F",1
"3356","Male",21,"White",0,0,0,0,"F",1
"3357","Male",25,"Non-White",0,0,0,0,"M",1
"3358","Male",53,"Non-White",0,0,0,6,"M",1
"3359","Female",50,"Non-White",0,0,0,4,"F",0
"3360","Female",23,"White",0,0,0,1,"M",0
"3361","Male",27,"Non-White",1,0,0,2,"F",1
"3362","Male",22,"Non-White",0,0,0,0,"F",1
"3363","Male",27,"White",0,0,0,0,"M",1
"3364","Male",29,"Non-White",0,0,0,5,"F",1
"3365","Male",38,"Non-White",0,0,0,1,"M",0
"3366","Female",54,"White",0,0,0,2,"F",0
"3367","Male",26,"Non-White",0,0,0,1,"F",1
"3368","Male",37,"Non-White",1,8,5,23,"F",1
"3369","Male",36,"Non-White",0,2,1,25,"M",1
"3370","Male",28,"Non-White",0,0,0,18,"F",1
"3371","Male",49,"Non-White",0,0,0,1,"M",0
"3372","Male",36,"Non-White",0,0,0,11,"F",0
"3373","Female",26,"Non-White",0,0,0,2,"F",0
"3374","Female",41,"White",0,0,0,0,"F",0
"3375","Male",26,"Non-White",0,0,1,9,"F",1
"3376","Male",40,"White",1,0,0,9,"F",0
"3377","Male",29,"White",0,0,1,8,"M",0
"3378","Male",21,"Non-White",1,0,0,7,"F",1
"3379","Male",22,"Non-White",0,0,0,0,"F",1
"3380","Male",33,"White",0,0,0,0,"F",0
"3381","Male",26,"Non-White",0,0,0,7,"F",0
"3382","Female",27,"Non-White",0,0,0,0,"M",1
"3383","Male",35,"Non-White",0,0,0,1,"F",0
"3384","Male",27,"Non-White",0,0,0,3,"M",0
"3385","Male",37,"Non-White",0,0,0,3,"M",1
"3386","Female",31,"Non-White",0,0,0,3,"F",0
"3387","Male",36,"Non-White",1,0,0,26,"F",1
"3388","Female",32,"Non-White",0,0,0,0,"M",0
"3389","Male",50,"White",0,0,0,1,"F",0
"3390","Male",52,"White",0,0,0,1,"F",0
"3391","Male",24,"Non-White",0,0,0,1,"M",0
"3392","Male",38,"Non-White",0,0,0,0,"F",0
"3393","Male",54,"Non-White",0,0,0,11,"F",0
"3394","Male",71,"White",0,0,0,13,"F",0
"3395","Male",27,"Non-White",0,4,4,9,"F",1
"3396","Female",39,"White",0,0,0,1,"F",0
"3397","Male",34,"Non-White",0,0,0,1,"M",1
"3398","Male",23,"Non-White",0,0,0,0,"M",1
"3399","Male",46,"Non-White",1,0,0,8,"M",1
"3400","Female",36,"Non-White",0,0,0,5,"F",1
"3401","Male",55,"Non-White",0,0,0,0,"F",0
"3402","Male",33,"Non-White",0,0,0,1,"F",0
"3403","Male",45,"Non-White",0,0,0,0,"M",1
"3404","Male",27,"White",0,0,0,0,"F",0
"3405","Male",23,"Non-White",0,0,3,2,"F",1
"3406","Male",20,"Non-White",1,0,0,1,"F",1
"3407","Female",31,"Non-White",0,2,0,10,"F",0
"3408","Male",24,"White",0,0,0,8,"F",0
"3409","Female",37,"White",0,0,0,2,"F",1
"3410","Male",25,"Non-White",0,0,0,0,"M",1
"3411","Male",26,"White",0,0,0,0,"F",0
"3412","Male",29,"Non-White",0,0,0,0,"F",0
"3413","Male",33,"Non-White",0,0,0,3,"M",0
"3414","Male",29,"White",0,0,0,0,"F",0
"3415","Male",41,"Non-White",0,0,0,4,"M",1
"3416","Male",37,"Non-White",0,0,0,0,"F",1
"3417","Male",46,"White",0,0,0,2,"F",0
"3418","Female",56,"White",0,0,0,10,"F",1
"3419","Male",23,"Non-White",0,0,0,0,"F",1
"3420","Female",23,"Non-White",0,0,0,1,"F",1
"3421","Male",25,"Non-White",0,0,0,0,"F",1
"3422","Male",24,"Non-White",0,0,0,1,"F",1
"3423","Male",35,"Non-White",0,0,0,27,"F",0
"3424","Male",48,"Non-White",0,0,0,10,"F",0
"3425","Male",26,"Non-White",0,0,0,1,"M",1
"3426","Male",24,"White",0,0,0,2,"F",1
"3427","Male",25,"Non-White",0,1,1,8,"F",0
"3428","Male",23,"Non-White",0,0,0,0,"F",1
"3429","Male",43,"White",0,0,0,2,"F",0
"3430","Female",53,"White",0,0,0,0,"M",0
"3431","Male",24,"Non-White",0,0,0,1,"F",1
"3432","Male",25,"Non-White",1,0,0,4,"M",0
"3433","Male",28,"Non-White",0,0,0,0,"F",0
"3434","Male",21,"White",0,0,0,1,"F",0
"3435","Male",31,"Non-White",0,0,0,0,"M",0
"3436","Male",33,"White",0,0,0,3,"F",1
"3437","Female",35,"Non-White",0,0,0,1,"F",0
"3438","Male",55,"White",0,0,0,3,"M",0
"3439","Male",50,"Non-White",0,0,0,9,"M",1
"3440","Male",28,"Non-White",0,0,0,0,"M",0
"3441","Male",44,"White",0,0,0,0,"M",1
"3442","Female",48,"White",0,0,0,2,"F",0
"3443","Male",19,"Non-White",2,1,1,3,"F",1
"3444","Male",23,"Non-White",0,0,0,2,"M",0
"3445","Male",24,"Non-White",0,0,1,3,"F",1
"3446","Male",50,"White",0,0,0,2,"F",0
"3447","Male",31,"Non-White",0,0,0,0,"M",0
"3448","Female",28,"White",0,0,0,0,"F",1
"3449","Male",42,"White",0,0,0,0,"F",0
"3450","Male",21,"Non-White",0,0,0,0,"M",1
"3451","Male",29,"Non-White",0,0,0,5,"F",0
"3452","Male",48,"White",0,0,0,1,"F",0
"3453","Male",21,"White",0,0,0,0,"F",1
"3454","Male",24,"Non-White",0,0,0,0,"M",1
"3455","Male",31,"White",0,0,0,3,"F",1
"3456","Male",23,"Non-White",0,0,0,0,"M",0
"3457","Male",27,"White",0,0,0,0,"F",1
"3458","Male",32,"Non-White",0,0,0,0,"M",0
"3459","Male",75,"White",0,0,0,1,"F",1
"3460","Male",28,"Non-White",0,0,0,7,"F",1
"3461","Male",67,"White",0,0,0,0,"M",0
"3462","Female",32,"Non-White",0,0,0,11,"F",0
"3463","Male",44,"Non-White",0,0,0,7,"F",0
"3464","Male",25,"Non-White",0,0,0,1,"F",1
"3465","Female",30,"Non-White",0,0,0,15,"M",1
"3466","Male",28,"White",0,1,0,9,"M",0
"3467","Male",27,"Non-White",0,0,0,0,"F",1
"3468","Male",36,"Non-White",0,0,0,4,"F",0
"3469","Male",36,"Non-White",0,0,0,8,"M",0
"3470","Female",25,"White",0,0,0,0,"M",0
"3471","Male",31,"White",0,0,0,5,"F",1
"3472","Male",30,"White",0,0,0,0,"M",1
"3473","Male",33,"Non-White",0,0,0,4,"F",0
"3474","Male",38,"Non-White",0,0,0,0,"M",0
"3475","Male",26,"Non-White",0,0,0,1,"M",1
"3476","Male",52,"Non-White",0,0,0,5,"F",1
"3477","Female",22,"White",0,0,0,2,"M",1
"3478","Male",50,"White",0,0,0,0,"F",0
"3479","Male",37,"Non-White",0,0,0,4,"F",0
"3480","Male",58,"White",0,0,0,1,"F",1
"3481","Male",34,"White",0,0,0,3,"M",1
"3482","Male",32,"White",0,0,0,1,"F",1
"3483","Male",29,"Non-White",0,0,0,0,"M",1
"3484","Male",27,"Non-White",0,0,0,0,"M",0
"3485","Male",39,"White",0,0,0,5,"F",0
"3486","Male",24,"Non-White",0,0,0,0,"F",0
"3487","Male",38,"Non-White",1,0,0,8,"M",0
"3488","Male",52,"White",0,0,0,7,"F",0
"3489","Male",56,"Non-White",0,0,0,3,"M",1
"3490","Male",46,"White",0,0,0,7,"F",1
"3491","Male",38,"White",0,0,0,5,"F",1
"3492","Male",47,"White",0,0,0,3,"M",0
"3493","Male",32,"White",0,0,0,0,"F",0
"3494","Male",34,"Non-White",0,1,0,27,"M",0
"3495","Male",42,"Non-White",0,0,0,5,"F",0
"3496","Female",35,"Non-White",0,0,0,0,"M",1
"3497","Male",20,"White",0,0,0,0,"F",1
"3498","Female",32,"White",0,0,0,2,"F",1
"3499","Male",21,"White",0,0,1,0,"M",0
"3500","Male",24,"Non-White",0,0,0,0,"M",1
"3501","Male",24,"Non-White",0,0,0,1,"M",1
"3502","Male",55,"Non-White",0,0,0,2,"F",0
"3503","Male",26,"Non-White",0,0,0,0,"M",1
"3504","Male",52,"White",0,0,0,8,"F",0
"3505","Male",27,"Non-White",0,0,0,1,"M",0
"3506","Female",27,"White",0,0,0,0,"M",0
"3507","Male",56,"White",0,0,0,0,"F",0
"3508","Male",52,"White",0,0,0,16,"F",1
"3509","Male",37,"Non-White",0,0,0,3,"F",1
"3510","Male",45,"Non-White",0,0,0,0,"M",0
"3511","Male",23,"Non-White",0,0,0,1,"M",0
"3512","Female",36,"White",0,0,0,3,"F",1
"3513","Female",29,"Non-White",0,0,0,0,"F",0
"3514","Male",21,"Non-White",0,0,0,0,"F",0
"3515","Male",20,"Non-White",0,2,1,3,"M",1
"3516","Male",69,"Non-White",0,0,0,3,"F",0
"3517","Male",27,"Non-White",0,1,0,11,"F",0
"3518","Male",28,"Non-White",1,0,1,11,"F",1
"3519","Male",38,"Non-White",0,0,0,4,"M",0
"3520","Male",30,"Non-White",0,0,0,0,"F",0
"3521","Female",19,"Non-White",0,0,0,1,"F",1
"3522","Female",37,"White",0,0,0,1,"F",0
"3523","Male",34,"Non-White",0,0,0,0,"M",1
"3524","Male",37,"White",0,0,0,7,"F",1
"3525","Male",21,"Non-White",0,0,1,1,"F",0
"3526","Male",21,"Non-White",0,0,0,0,"F",1
"3527","Female",38,"White",0,0,0,3,"F",0
"3528","Male",47,"Non-White",0,0,0,1,"M",0
"3529","Male",56,"White",0,0,0,3,"F",0
"3530","Male",27,"Non-White",0,0,0,2,"F",1
"3531","Male",23,"Non-White",0,0,0,0,"M",0
"3532","Male",57,"White",0,0,0,0,"F",0
"3533","Male",25,"Non-White",0,1,0,9,"F",0
"3534","Female",23,"Non-White",0,0,0,2,"F",1
"3535","Male",32,"Non-White",0,0,0,8,"F",1
"3536","Female",36,"Non-White",0,0,0,2,"M",0
"3537","Male",41,"Non-White",0,0,0,5,"M",0
"3538","Male",31,"Non-White",0,0,0,2,"F",0
"3539","Female",39,"Non-White",0,0,0,0,"F",0
"3540","Male",21,"Non-White",0,0,0,1,"F",1
"3541","Male",43,"White",0,0,0,8,"F",1
"3542","Male",31,"Non-White",0,0,0,2,"M",0
"3543","Male",37,"White",0,0,0,0,"M",0
"3544","Male",27,"Non-White",0,0,0,0,"F",0
"3545","Male",22,"Non-White",0,0,0,2,"F",1
"3546","Male",59,"White",0,0,0,2,"F",0
"3547","Female",33,"Non-White",0,0,0,0,"F",1
"3548","Male",39,"White",0,0,0,21,"F",0
"3549","Female",43,"Non-White",0,0,0,2,"F",0
"3550","Male",25,"White",0,0,0,5,"F",1
"3551","Male",36,"Non-White",3,0,2,19,"M",1
"3552","Male",23,"Non-White",0,0,0,3,"F",1
"3553","Female",43,"White",0,0,0,3,"M",1
"3554","Male",56,"White",0,0,0,9,"M",1
"3555","Female",20,"Non-White",0,0,0,1,"F",1
"3556","Male",50,"Non-White",0,0,0,2,"M",1
"3557","Male",24,"Non-White",0,0,0,2,"M",1
"3558","Female",54,"White",0,0,0,1,"M",0
"3559","Male",20,"Non-White",0,0,0,1,"F",1
"3560","Male",36,"Non-White",0,0,0,3,"M",1
"3561","Female",36,"Non-White",0,0,0,3,"F",1
"3562","Male",56,"Non-White",0,0,0,0,"M",0
"3563","Male",25,"Non-White",0,0,0,28,"M",1
"3564","Male",25,"Non-White",1,0,0,2,"F",0
"3565","Female",42,"White",0,0,0,1,"F",1
"3566","Male",34,"Non-White",0,2,0,9,"M",1
"3567","Male",48,"Non-White",0,0,0,4,"F",0
"3568","Male",34,"Non-White",1,0,0,21,"M",1
"3569","Male",28,"White",0,0,0,0,"F",0
"3570","Male",32,"White",0,0,0,1,"F",0
"3571","Female",31,"White",0,0,0,2,"F",0
"3572","Female",24,"Non-White",0,0,0,4,"F",1
"3573","Female",25,"White",0,0,0,0,"F",1
"3574","Female",32,"White",0,0,1,4,"F",0
"3575","Male",37,"Non-White",0,0,0,20,"F",1
"3576","Male",24,"Non-White",0,0,0,1,"F",1
"3577","Male",48,"Non-White",0,0,0,0,"M",0
"3578","Male",25,"Non-White",1,2,0,9,"F",1
"3579","Male",35,"Non-White",0,0,0,1,"F",0
"3580","Male",21,"Non-White",0,0,0,1,"F",1
"3581","Female",21,"Non-White",0,0,0,0,"F",1
"3582","Female",27,"White",0,0,0,0,"F",1
"3583","Male",22,"Non-White",0,0,0,0,"F",0
"3584","Male",28,"Non-White",0,0,0,4,"F",0
"3585","Male",26,"Non-White",0,0,0,0,"M",0
"3586","Male",23,"Non-White",0,0,0,0,"M",1
"3587","Male",34,"White",0,0,0,0,"F",0
"3588","Male",22,"Non-White",0,0,0,3,"F",0
"3589","Male",30,"Non-White",0,0,0,5,"F",1
"3590","Male",44,"White",0,0,0,5,"F",0
"3591","Male",57,"White",0,0,0,1,"F",0
"3592","Male",22,"Non-White",0,0,1,0,"F",1
"3593","Male",34,"Non-White",0,0,0,0,"F",0
"3594","Male",24,"Non-White",0,0,0,7,"F",1
"3595","Male",20,"White",0,0,0,0,"F",0
"3596","Male",35,"White",0,0,0,2,"F",0
"3597","Male",53,"Non-White",0,0,0,1,"M",1
"3598","Male",60,"Non-White",0,0,0,13,"F",0
"3599","Female",22,"Non-White",0,0,0,2,"F",0
"3600","Male",43,"Non-White",0,0,0,0,"M",0
"3601","Male",72,"White",0,0,0,7,"F",0
"3602","Male",33,"Non-White",0,0,0,3,"F",1
"3603","Male",24,"Non-White",0,0,0,1,"F",1
"3604","Male",60,"Non-White",0,0,0,0,"F",0
"3605","Male",24,"White",0,0,0,3,"F",1
"3606","Male",43,"Non-White",0,0,0,2,"M",0
"3607","Male",30,"Non-White",0,0,0,1,"M",0
"3608","Female",43,"White",0,0,0,0,"M",0
"3609","Male",48,"Non-White",0,0,0,1,"M",0
"3610","Male",54,"Non-White",0,0,0,0,"M",0
"3611","Male",45,"Non-White",0,0,0,1,"M",0
"3612","Male",36,"Non-White",0,0,0,0,"F",0
"3613","Male",31,"White",0,0,0,1,"M",0
"3614","Male",40,"Non-White",0,0,0,0,"M",0
"3615","Male",50,"White",0,0,0,1,"F",0
"3616","Female",26,"Non-White",0,0,0,1,"M",0
"3617","Male",41,"Non-White",0,0,0,7,"F",0
"3618","Male",34,"White",0,0,1,5,"F",1
"3619","Female",28,"White",0,0,0,0,"F",0
"3620","Male",30,"Non-White",0,0,0,1,"F",0
"3621","Male",23,"White",0,0,2,2,"F",1
"3622","Female",37,"Non-White",0,0,0,0,"M",1
"3623","Male",35,"Non-White",0,0,0,5,"M",0
"3624","Male",21,"White",0,0,1,1,"F",1
"3625","Male",45,"Non-White",0,0,0,1,"F",0
"3626","Female",22,"Non-White",0,1,0,2,"M",1
"3627","Male",29,"Non-White",0,0,0,6,"F",1
"3628","Female",30,"Non-White",0,0,0,0,"M",0
"3629","Male",45,"White",0,0,0,3,"M",1
"3630","Female",24,"Non-White",0,0,0,2,"F",0
"3631","Male",31,"White",0,0,0,4,"F",1
"3632","Male",56,"White",0,0,0,0,"M",0
"3633","Female",44,"Non-White",0,0,0,4,"F",1
"3634","Male",24,"Non-White",0,4,0,14,"F",1
"3635","Male",38,"Non-White",0,0,0,11,"F",0
"3636","Male",51,"Non-White",0,0,0,22,"F",1
"3637","Male",22,"White",0,0,0,0,"F",0
"3638","Male",28,"Non-White",0,0,0,5,"M",0
"3639","Male",47,"Non-White",0,0,1,19,"F",1
"3640","Male",51,"Non-White",0,0,0,0,"M",1
"3641","Male",25,"White",0,0,0,1,"M",0
"3642","Male",53,"Non-White",0,0,0,1,"F",0
"3643","Male",30,"Non-White",0,0,0,0,"F",0
"3644","Male",33,"White",0,0,0,0,"F",1
"3645","Male",35,"Non-White",0,0,0,5,"F",1
"3646","Female",33,"Non-White",0,0,0,0,"F",0
"3647","Male",65,"Non-White",0,0,0,11,"F",0
"3648","Male",59,"Non-White",0,0,0,1,"M",0
"3649","Female",37,"Non-White",0,0,0,4,"M",0
"3650","Female",33,"White",0,0,0,1,"F",0
"3651","Male",27,"Non-White",0,0,0,2,"F",1
"3652","Female",29,"Non-White",0,0,0,9,"F",1
"3653","Male",26,"Non-White",0,0,0,11,"F",1
"3654","Male",24,"Non-White",0,0,3,3,"F",1
"3655","Male",43,"Non-White",0,0,0,5,"F",0
"3656","Male",37,"Non-White",0,0,0,11,"M",1
"3657","Male",53,"Non-White",0,0,0,13,"F",0
"3658","Male",43,"Non-White",0,0,0,4,"F",0
"3659","Male",26,"Non-White",0,0,0,4,"F",1
"3660","Female",30,"White",0,0,0,1,"M",0
"3661","Male",27,"Non-White",0,0,0,6,"F",1
"3662","Male",39,"White",0,0,0,9,"F",1
"3663","Male",37,"White",0,0,0,4,"M",1
"3664","Male",22,"White",0,0,0,3,"M",1
"3665","Male",25,"White",0,0,0,0,"F",0
"3666","Male",26,"Non-White",0,0,0,1,"F",0
"3667","Female",28,"White",0,0,0,0,"M",0
"3668","Male",25,"Non-White",0,0,0,0,"M",1
"3669","Male",58,"White",0,0,0,1,"F",0
"3670","Female",29,"White",0,0,0,1,"M",1
"3671","Male",33,"Non-White",0,0,0,8,"F",0
"3672","Male",38,"Non-White",0,0,0,0,"F",0
"3673","Male",38,"White",0,0,0,2,"F",0
"3674","Male",59,"Non-White",0,0,0,22,"F",1
"3675","Male",29,"Non-White",0,0,0,4,"M",1
"3676","Male",57,"Non-White",0,0,0,9,"F",0
"3677","Male",53,"White",0,0,0,0,"M",1
"3678","Male",33,"Non-White",0,0,0,2,"F",1
"3679","Male",58,"White",0,0,0,1,"M",0
"3680","Male",51,"White",0,0,0,1,"M",0
"3681","Male",25,"Non-White",0,0,2,11,"F",1
"3682","Male",53,"White",0,0,0,2,"F",0
"3683","Male",32,"White",0,0,0,0,"M",1
"3684","Male",35,"Non-White",0,0,0,6,"F",1
"3685","Male",39,"White",0,0,0,1,"F",0
"3686","Male",36,"Non-White",0,0,0,1,"M",0
"3687","Female",42,"White",0,0,0,5,"M",1
"3688","Male",37,"Non-White",0,0,0,0,"M",0
"3689","Male",39,"White",0,0,0,0,"F",0
"3690","Female",52,"White",0,0,0,3,"M",0
"3691","Male",60,"Non-White",0,0,0,1,"M",0
"3692","Male",37,"Non-White",0,0,0,2,"M",0
"3693","Male",42,"White",0,0,0,4,"F",1
"3694","Male",44,"Non-White",0,0,0,0,"M",1
"3695","Male",23,"Non-White",0,0,0,6,"F",1
"3696","Female",42,"Non-White",0,0,0,0,"M",1
"3697","Female",28,"White",0,0,0,2,"F",0
